Part Number,Package,Package,Core,Operating Frequency (MHz) (Processor speed),FLASH Size (Prog),Data0E2PROM0(B),Internal RAM Size,Timers (16 bit) typ,Timers (32 bit) typ,Other timer functions,A/D Converters (12-bit channels) default,A/D Converters (16-bit channels) default,D/A Converters  (12 bit),Comparator,I/Os (High Current),Display controller ,Integrated op-amps,I2C,SPI,I2S,CAN ,USB Type,USART ,UART,Additional Serial Interfaces,Parallel Interfaces ,Crypto-HASH ,TRNG,Supply Voltage (V) min,Supply Voltage (V) max,Supply Current (µA) (Lowest power mode) typ,Supply Current (µA) (Run mode (per Mhz)) typ,Operating Temperature (°C) min,Operating Temperature (°C) max,,,,,,,,,,,,,,
STM32F031G6,LQFP 48 7x7x1.4,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F031K4,LQFP 64 10x10x1.4,Active,ARM Cortex-M0,48,16,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,85,,,,,,,,,,,,,,,,
STM32F091VB,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0,48,128,0,32,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,-0,8,-0,-0,2,3.6,1.8,306,-40,105,85,,,,,,,,,,,,,,,
STM32F051K4,LQFP 144 20x20x1.4,Active,ARM Cortex-M0,48,16,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F091CB,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0,48,128,0,32,8,1,24-bit downcounter,2xWDG,RTC,10,-0,2,2,-0,-0,2,2,2,1,-0,6,-0,-0,2,3.6,1.8,306,-40,85,,,,,,,,,,,,,,,,
STM32F051R6,LQFP 48 7x7x1.4,Active,ARM Cortex-M0,48,32,0,8,7,1,24-bit downcounter,2xWDG,RTC,16,-0,1,2,-0,-0,1,1,1,-0,-0,2,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F031K6,LQFP 144 20x20x1.4,Active,ARM Cortex-M0,48,32,0,4,5,1,24-bit downcounter,2xWDG,RTC,10,-0,-0,-0,-0,-0,1,1,1,-0,-0,1,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F051C8,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0,48,64,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,-0,-0,2,2,1,-0,-0,2,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F051C6,LQFP 48 7x7x1.4,Active,ARM Cortex-M0,48,32,0,8,7,1,24-bit downcounter,2xWDG,RTC,10,-0,1,2,-0,-0,1,1,1,-0,-0,2,-0,-0,2,3.6,1.7,250,-40,105,85,,,,,,,,,,,,,,,
STM32F071C8,LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,64,0,16,8,1,24-bit downcounter,2xWDG,RTC,10,-0,2,2,-0,-0,2,2,2,-0,-0,4,-0,-0,2,3.6,1.8,260,-40,85,,,,,,,,,,,,,,,,
STM32F071VB,LQFP 100 14x14x1.4,Active,ARM Cortex-M0,48,128,0,16,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,-0,-0,4,-0,-0,2,3.6,1.8,260,-40,85,,,,,,,,,,,,,,,,
STM32F091RB,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M0,48,128,0,32,8,1,24-bit downcounter,2xWDG,RTC,16,-0,2,2,-0,-0,2,2,2,1,-0,8,-0,-0,2,3.6,1.8,306,-40,85,,,,,,,,,,,,,,,,
STM32F107RB,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,128,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,1,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,105,85,,,,,,,,,,,,,,,
STM32F105RC,LQFP 144 20x20x1.4,Active,ARM Cortex-M3,72,256,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,105,85,,,,,,,,,,,,,,,
STM32F105V8,LQFP 48 7x7x1.4,Active,ARM Cortex-M3,72,64,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,105,85,,,,,,,,,,,,,,,
STM32F105R8,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,64,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,105,85,,,,,,,,,,,,,,,
STM32F105VC,LQFP 48 7x7x1.4,Active,ARM Cortex-M3,72,256,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,105,85,,,,,,,,,,,,,,,
STM32F105RB,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,128,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,105,85,,,,,,,,,,,,,,,
STM32F107RC,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,256,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,1,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,105,85,,,,,,,,,,,,,,,
STM32F107VC,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,256,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,1,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,85,,,,,,,,,,,,,,,,
STM32F107VB,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,128,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,1,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,105,85,,,,,,,,,,,,,,,
STM32F105VB,LQFP 64 10x10x1.4;TFBGA 64 5x5x1.2,Active,ARM Cortex-M3,72,128,0,64,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,2,USB OTG FS,3,2,-0,2,3.6,1.9,393,-40,105,85,,,,,,,,,,,,,,,
STM32F103VE,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,512,0,64,8,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103RE,VFQFPN 36 6x6x1,Active,ARM Cortex-M3,72,512,0,64,8,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103ZF,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,768,0,96,14,-0,2 x WDG,24-bit down counter,RTC,21,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103RC,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,256,0,64,8,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103ZC,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M3,72,256,0,48,8,-0,2 x WDG,24-bit down counter,RTC,21,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103RD,VFQFPN 36 6x6x1,Active,ARM Cortex-M3,72,384,0,64,8,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,85,,,,,,,,,,,,,,,,
STM32F103T8,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,64,0,20,4,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,1,USB Device,2,-0,-0,2,3.6,1.7,373,-40,105,85,,,,,,,,,,,,,,,
STM32F103RG,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,1024,0,96,14,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103C4,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55,Active,ARM Cortex-M3,72,16,0,6,3,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,1,USB Device,2,-0,-0,2,3.6,1.55,337,-40,105,85,,,,,,,,,,,,,,,
STM32F103T6,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,32,0,10,3,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,1,USB Device,2,-0,-0,2,3.6,1.55,373,-40,105,85,,,,,,,,,,,,,,,
STM32F103V8,LQFP 144 20x20x1.4,Active,ARM Cortex-M3,72,64,0,20,4,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,1,USB Device,3,-0,-0,2,3.6,1.7,373,-40,85,,,,,,,,,,,,,,,,
STM32F103ZD,LQFP 48 7x7x1.4,Active,ARM Cortex-M3,72,384,0,64,8,-0,2 x WDG,24-bit down counter,RTC,21,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103RF,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,768,0,96,14,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103R4,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,16,0,6,3,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,1,1,-0,1,USB Device,2,-0,-0,2,3.6,1.55,337,-40,105,85,,,,,,,,,,,,,,,
STM32F103C6,VFQFPN 36 6x6x1,Active,ARM Cortex-M3,72,32,0,10,3,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,1,USB Device,2,-0,-0,2,3.6,1.55,337,-40,105,85,,,,,,,,,,,,,,,
STM32F103ZE,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,512,0,64,8,-0,2 x WDG,24-bit down counter,RTC,21,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103R6,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,32,0,10,3,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,1,1,-0,1,USB Device,2,-0,-0,2,3.6,1.55,337,-40,105,85,,,,,,,,,,,,,,,
STM32F103VD,VFQFPN 36 6x6x1,Active,ARM Cortex-M3,72,384,0,64,8,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103VC,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,256,0,48,8,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103T4,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,72,16,0,6,3,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,1,USB Device,2,-0,-0,2,3.6,1.55,337,-40,105,85,,,,,,,,,,,,,,,
STM32F103VG,LQFP 144 20x20x1.4,Active,ARM Cortex-M3,72,1024,0,96,14,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103C8,LQFP 144 20x20x1.4,Active,ARM Cortex-M3,72,64,0,20,4,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,2,2,-0,1,USB Device,3,-0,-0,2,3.6,1.7,373,-40,105,85,,,,,,,,,,,,,,,
STM32F103CB,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,128,0,20,4,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,2,2,-0,1,USB Device,3,-0,-0,2,3.6,1.7,373,-40,105,85,,,,,,,,,,,,,,,
STM32F103TB,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,128,0,20,4,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,1,USB Device,2,-0,-0,2,3.6,1.7,373,-40,105,85,,,,,,,,,,,,,,,
STM32F103RB,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,72,128,0,20,4,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,1,USB Device,3,-0,-0,2,3.6,1.7,373,-40,85,,,,,,,,,,,,,,,,
STM32F103VB,LQFP 144 20x20x1.4,Active,ARM Cortex-M3,72,128,0,20,4,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,1,USB Device,3,-0,-0,2,3.6,1.7,373,-40,105,85,,,,,,,,,,,,,,,
STM32F103VF,LQFP 144 20x20x1.4,Active,ARM Cortex-M3,72,768,0,96,14,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F103R8,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M3,72,64,0,20,4,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,1,USB Device,3,-0,-0,2,3.6,1.7,373,-40,105,85,,,,,,,,,,,,,,,
STM32F103ZG,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M3,72,1024,0,96,14,-0,2 x WDG,24-bit down counter,RTC,21,-0,2,0,-0,-0,2,3,2,1,USB Device,3,2,-0,2,3.6,1.9,421,-40,105,85,,,,,,,,,,,,,,,
STM32F102C4,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M3,48,16,0,4,2,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,-0,USB Device,2,-0,-0,2,3.6,1.55,348,-40,85,,,,,,,,,,,,,,,,
STM32F102CB,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM;WLCSP 64L DIE 435 P 0.35 MM,Active,ARM Cortex-M3,48,128,0,16,3,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,2,3.6,1.7,373,-40,85,,,,,,,,,,,,,,,,
STM32F102R8,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM;WLCSP 64L DIE 435 P 0.35 MM,Active,ARM Cortex-M3,48,64,0,10,3,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,2,3.6,1.7,373,-40,85,,,,,,,,,,,,,,,,
STM32F102C6,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55;WLCSP 49L DIE 435 P 0.4 MM,Active,ARM Cortex-M3,48,32,0,6,2,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,-0,-0,-0,1,1,-0,-0,USB Device,2,-0,-0,2,3.6,1.55,348,-40,85,,,,,,,,,,,,,,,,
STM32F102RB,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M3,48,128,0,16,3,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,2,3.6,1.7,373,-40,85,,,,,,,,,,,,,,,,
STM32F102R4,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55;WLCSP 49L DIE 435 P 0.4 MM,Active,ARM Cortex-M3,48,16,0,4,2,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,1,1,-0,-0,USB Device,2,-0,-0,2,3.6,1.55,348,-40,85,,,,,,,,,,,,,,,,
STM32F102C8,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M3,48,64,0,10,3,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,2,2,-0,-0,USB Device,3,-0,-0,2,3.6,1.7,373,-40,85,,,,,,,,,,,,,,,,
STM32F102R6,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM;WLCSP 64L DIE 435 P 0.35 MM,Active,ARM Cortex-M3,48,32,0,6,2,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,1,1,-0,-0,USB Device,2,-0,-0,2,3.6,1.55,348,-40,85,,,,,,,,,,,,,,,,
STM32F100R8,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55;WLCSP 49L DIE 435 P 0.4 MM,Active,ARM Cortex-M3,24,64,0,8,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,358,-40,105,85,,,,,,,,,,,,,,,
STM32F100ZD,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,24,384,0,32,11,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,-0,-0,-0,5,-0,-0,2,3.6,2.2,396,-40,85,,,,,,,,,,,,,,,,
STM32F100RB,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,24,128,0,8,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,358,-40,85,,,,,,,,,,,,,,,,
STM32F100C6,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,24,32,0,4,6,-0,2 x WDG,24-bit down counter,RTC,10,-0,2,0,-0,-0,1,1,-0,-0,-0,2,-0,-0,2,3.6,1.7,358,-40,105,85,,,,,,,,,,,,,,,
STM32F100ZC,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,24,256,0,24,11,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,-0,-0,-0,5,-0,-0,2,3.6,2.2,396,-40,85,,,,,,,,,,,,,,,,
STM32F100R4,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,24,16,0,4,6,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,1,1,-0,-0,-0,2,-0,-0,2,3.6,1.7,358,-40,85,,,,,,,,,,,,,,,,
STM32F100C8,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,24,64,0,8,7,-0,2 x WDG,24-bit down counter,RTC,10,-0,2,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,358,-40,105,85,,,,,,,,,,,,,,,
STM32F100VB,UFBGA 7X7X0.6 132L P 0.5 R 12X12,Active,ARM Cortex-M3,24,128,0,8,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,358,-40,105,85,,,,,,,,,,,,,,,
STM32F100VD,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55;WLCSP 49L DIE 435 P 0.4 MM,Active,ARM Cortex-M3,24,384,0,32,11,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,-0,-0,-0,5,-0,-0,2,3.6,2.2,396,-40,105,85,,,,,,,,,,,,,,,
STM32F100R6,LQFP 144 20x20x1.4,Active,ARM Cortex-M3,24,32,0,4,6,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,1,1,-0,-0,-0,2,-0,-0,2,3.6,1.7,358,-40,85,,,,,,,,,,,,,,,,
STM32F100VE,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,24,512,0,32,11,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,-0,-0,-0,5,-0,-0,2,3.6,2.2,396,-40,105,85,,,,,,,,,,,,,,,
STM32F100ZE,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM;WLCSP 64L DIE 435 P 0.35 MM,Active,ARM Cortex-M3,24,512,0,32,11,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,-0,-0,-0,5,-0,-0,2,3.6,2.2,396,-40,105,85,,,,,,,,,,,,,,,
STM32F100C4,UFBGA 7X7X0.6 132L P 0.5 R 12X12,Active,ARM Cortex-M3,24,16,0,4,6,-0,2 x WDG,24-bit down counter,RTC,10,-0,2,-0,-0,-0,1,1,-0,-0,-0,2,-0,-0,2,3.6,1.7,358,-40,105,85,,,,,,,,,,,,,,,
STM32F100RE,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M3,24,512,0,32,11,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,-0,-0,-0,5,-0,-0,2,3.6,2.2,396,-40,85,,,,,,,,,,,,,,,,
STM32F100CB,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,24,128,0,8,7,-0,2 x WDG,24-bit down counter,RTC,10,-0,2,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,358,-40,105,85,,,,,,,,,,,,,,,
STM32F100V8,LQFP 48 7x7x1.4;UFQFPN 48 7x7x0.55;WLCSP 49L DIE 435 P 0.4 MM,Active,ARM Cortex-M3,24,64,0,8,7,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,358,-40,105,85,,,,,,,,,,,,,,,
STM32F100VC,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,24,256,0,24,11,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,-0,-0,-0,5,-0,-0,2,3.6,2.2,396,-40,85,,,,,,,,,,,,,,,,
STM32F100RC,LQFP 64 10x10x1.4;UFBGA 5X5X0.6 64L P 0.5 MM;WLCSP 64L DIE 435 P 0.35 MM,Active,ARM Cortex-M3,24,256,0,24,11,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,-0,-0,-0,3,2,-0,2,3.6,2.2,396,-40,85,,,,,,,,,,,,,,,,
STM32F100RD,UFQFPN 32 5x5x0.55,Active,ARM Cortex-M3,24,384,0,32,11,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,-0,-0,-0,2,3,-0,-0,-0,5,-0,-0,2,3.6,2.2,396,-40,85,,,,,,,,,,,,,,,,
STM32F101RB,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,36,128,0,16,3,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,391,-40,85,,,,,,,,,,,,,,,,
STM32F101RD,LQFP 144 20x20x1.4,Active,ARM Cortex-M3,36,384,0,48,6,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,-0,-0,-0,3,2,-0,2,3.6,1.9,433,-40,85,,,,,,,,,,,,,,,,
STM32F101T4,LQFP 100 14x14x1.4;UFBGA 100 7x7x0.6,Active,ARM Cortex-M3,36,16,0,4,2,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,-0,-0,2,-0,-0,2,3.6,1.7,363,-40,85,,,,,,,,,,,,,,,,
STM32F101VG,LQFP 144 20x20x1.4,Active,ARM Cortex-M3,36,1024,0,80,12,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,-0,-0,-0,3,2,-0,2,3.6,1.9,433,-40,85,,,,,,,,,,,,,,,,
STM32F101VB,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,36,128,0,16,3,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,391,-40,85,,,,,,,,,,,,,,,,
STM32F101CB,UFBGA 7X7X0.6 132L P 0.5 R 12X12,Active,ARM Cortex-M3,36,128,0,16,3,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,363,-40,85,,,,,,,,,,,,,,,,
STM32F101T8,UFBGA 7X7X0.6 132L P 0.5 R 12X12,Active,ARM Cortex-M3,36,64,0,10,3,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,-0,-0,2,-0,-0,2,3.6,1.7,391,-40,85,,,,,,,,,,,,,,,,
STM32F101VE,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,36,512,0,48,6,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,-0,-0,-0,3,2,-0,2,3.6,1.9,433,-40,85,,,,,,,,,,,,,,,,
STM32F101V8,LQFP 100 14x14x1.4,Active,ARM Cortex-M3,36,64,0,10,3,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,391,-40,85,,,,,,,,,,,,,,,,
STM32F101C8,WLCSP 81L DIE 415 P 0.4 MM,Active,ARM Cortex-M3,36,64,0,10,3,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,363,-40,85,,,,,,,,,,,,,,,,
STM32F101VC,WLCSP 72L DIE 415 PITCH 0.4 MM,Active,ARM Cortex-M3,36,256,0,32,6,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,-0,-0,-0,3,2,-0,2,3.6,1.9,433,-40,85,,,,,,,,,,,,,,,,
STM32F101ZG,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,36,1024,0,80,12,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,-0,-0,-0,3,2,-0,2,3.6,1.9,433,-40,85,,,,,,,,,,,,,,,,
STM32F101C6,WLCSP 81L DIE 415 P 0.4 MM,Active,ARM Cortex-M3,36,32,0,6,2,-0,2 x WDG,24-bit down counter,RTC,10,-0,-0,0,-0,-0,1,1,-0,-0,-0,2,-0,-0,2,3.6,1.7,363,-40,85,,,,,,,,,,,,,,,,
STM32F101R8,LQFP 64 10x10x1.4,Active,ARM Cortex-M3,36,64,0,10,3,-0,2 x WDG,24-bit down counter,RTC,16,-0,-0,0,-0,-0,2,2,-0,-0,-0,3,-0,-0,2,3.6,1.7,391,-40,85,,,,,,,,,,,,,,,,
STM32F101RF,WLCSP 72L DIE 415 PITCH 0.4 MM,Active,ARM Cortex-M3,36,768,0,80,12,-0,2 x WDG,24-bit down counter,RTC,16,-0,2,0,-0,-0,2,3,-0,-0,-0,3,2,-0,2,3.6,1.9,433,-40,85,,,,,,,,,,,,,,,,
